"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"15457","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15458","","","","91.2900390625","91.2900390625","91.2900390625","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15459","","","","91.2900390625","91.2900390625","91.2900390625","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15460","","","","91.2900390625","91.2900390625","91.2900390625","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15462","","","","91.2900390625","91.2900390625","91.2900390625","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15464","","","","40.3999938965","40.3999938965","40.3999938965","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15465","","","","40.3999938965","40.3999938965","40.3999938965","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15467","","","","49.1347999573","49.1347999573","49.1347999573","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15468","","","","60.4799995422","60.4799995422","60.4799995422","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15469","","","","60.4799995422","60.4799995422","60.4799995422","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15471","","","","60.4799995422","60.4799995422","60.4799995422","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15472","","","","58.079246521","58.079246521","58.079246521","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15473","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15474","","","","51.7499961853","51.7499961853","51.7499961853","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15475","","","","51.7499961853","51.7499961853","51.7499961853","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15476","","","","51.7499961853","51.7499961853","51.7499961853","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15478","","","","88.7600021362","88.7600021362","88.7600021362","","","","","","","143.9299163818","143.9299163818","143.9299163818"
"15480","","","","88.7600021362","88.7600021362","88.7600021362","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15481","","","","88.7600021362","88.7600021362","88.7600021362","","","","","","","245.39012146","245.39012146","245.39012146"
"15482","","","","","","","","","","","","","245.39012146","245.39012146","245.39012146"
"15484","","","","88.7600021362","88.7600021362","88.7600021362","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15486","","","","88.7600021362","88.7600021362","88.7600021362","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15487","","","","95.1305541992","95.1305541992","95.1305541992","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15490","","","","101.1300201416","101.1300201416","101.1300201416","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15491","","","","101.1300201416","101.1300201416","101.1300201416","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15492","","","","101.1300201416","101.1300201416","101.1300201416","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15495","","","","101.1300201416","101.1300201416","101.1300201416","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15497","","","","40.2499656677","40.2499656677","40.2499656677","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15498","","","","40.2499656677","40.2499656677","40.2499656677","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15501","","","","40.1499938965","40.1499938965","40.1499938965","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15502","","","","40.1499938965","40.1499938965","40.1499938965","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15504","","","","40.1499938965","40.1499938965","40.1499938965","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15506","","","","40.1499938965","40.1499938965","40.1499938965","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15507","","","","70.2410736084","70.2410736084","70.2410736084","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15508","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15510","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15511","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15512","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15515","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.39012146","245.39012146","245.39012146"
"15516","","","","100.9400558472","100.9400558472","100.9400558472","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15518","","","","81.4999923706","81.4999923706","81.4999923706","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15520","","","","81.4999923706","81.4999923706","81.4999923706","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15521","","","","81.4999923706","81.4999923706","81.4999923706","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15523","","","","81.4999923706","81.4999923706","81.4999923706","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15525","","","","97.3386993408","97.3386993408","97.3386993408","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15527","","","","98.8100585938","98.8100585938","98.8100585938","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15530","","","","98.8100585938","98.8100585938","98.8100585938","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15534","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15535","","","","98.8100585938","98.8100585938","98.8100585938","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15536","","","","98.8100585938","98.8100585938","98.8100585938","","","","","","","245.3900756836","245.3900756836","245.3900756836"
"15537","","","","96.8377838135","96.8377838135","96.8377838135","","","","","","","245.3900756836","245.3900756836","245.3900756836"
"15544","","","","87.5399017334","87.5399017334","87.5399017334","","","","","","","245.3901367188","245.3901367188","245.3901367188"
"15545","","","","87.5399017334","87.5399017334","87.5399017334","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15546","","","","87.5399017334","87.5399017334","87.5399017334","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15547","","","","87.5399017334","87.5399017334","87.5399017334","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15549","","","","77.5388946533","77.5388946533","77.5388946533","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15550","","","","73.1499633789","73.1499633789","73.1499633789","","","","","","","145.3900146484","145.3900146484","145.3900146484"
"15551","","","","73.1499633789","73.1499633789","73.1499633789","","","","","","","145.3900146484","145.3900146484","145.3900146484"
"15552","","","","73.1499633789","73.1499633789","73.1499633789","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15554","","","","73.1499633789","73.1499633789","73.1499633789","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15555","","","","73.1499633789","73.1499633789","73.1499633789","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15556","","","","75.9714660645","75.9714660645","75.9714660645","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15558","","","","79.0899658203","79.0899658203","79.0899658203","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15559","","","","79.0899658203","79.0899658203","79.0899658203","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15561","","","","79.0899658203","79.0899658203","79.0899658203","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15563","","","","79.0899658203","79.0899658203","79.0899658203","","","","","","","245.39012146","245.39012146","245.39012146"
"15564","","","","92.5967788696","92.5967788696","92.5967788696","","","","","","","245.39012146","245.39012146","245.39012146"
"15566","","","","99.1000518799","99.1000518799","99.1000518799","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15567","","","","99.1000518799","99.1000518799","99.1000518799","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15570","","","","99.1000518799","99.1000518799","99.1000518799","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15571","","","","99.1000518799","99.1000518799","99.1000518799","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15573","","","","99.1000518799","99.1000518799","99.1000518799","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15576","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15577","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15579","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15580","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15581","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15582","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15583","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.39012146","245.39012146","245.39012146"
"15585","","","","100.3399200439","100.3399200439","100.3399200439","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15586","","","","94.1564865112","94.1564865112","94.1564865112","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15589","","","","92.1499481201","92.1499481201","92.1499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15591","","","","92.1499481201","92.1499481201","92.1499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15593","","","","92.1499481201","92.1499481201","92.1499481201","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15594","","","","92.1499481201","92.1499481201","92.1499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15595","","","","92.1499481201","92.1499481201","92.1499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15596","","","","89.7987518311","89.7987518311","89.7987518311","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15597","","","","89.4000167847","89.4000167847","89.4000167847","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15599","","","","89.4000167847","89.4000167847","89.4000167847","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15603","","","","41.9299964905","41.9299964905","41.9299964905","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15604","","","","41.9299964905","41.9299964905","41.9299964905","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15605","","","","41.9299964905","41.9299964905","41.9299964905","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15606","","","","41.9299964905","41.9299964905","41.9299964905","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15608","","","","41.9299964905","41.9299964905","41.9299964905","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15609","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15612","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.39012146","245.39012146","245.39012146"
"15613","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.39012146","245.39012146","245.39012146"
"15614","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15615","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15617","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15618","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15619","","","","55.5899353027","55.5899353027","55.5899353027","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15620","","","","58.3658103943","58.3658103943","58.3658103943","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15621","","","","60.9799842834","60.9799842834","60.9799842834","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15626","","","","74.0099411011","74.0099411011","74.0099411011","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15627","","","","74.0099411011","74.0099411011","74.0099411011","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15628","","","","74.0099411011","74.0099411011","74.0099411011","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15629","","","","","","","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15630","","","","74.0099411011","74.0099411011","74.0099411011","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15636","","","","41.9499549866","41.9499549866","41.9499549866","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15638","","","","87.0264587402","87.0264587402","87.0264587402","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15640","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15642","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15643","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900756836","245.3900756836","245.3900756836"
"15644","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900756836","245.3900756836","245.3900756836"
"15645","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15646","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15647","","","","98.6499481201","98.6499481201","98.6499481201","","","","","","","245.3900756836","245.3900756836","245.3900756836"
"15653","","","","97.1500396729","97.1500396729","97.1500396729","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15655","","","","97.1500396729","97.1500396729","97.1500396729","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15656","","","","97.1500396729","97.1500396729","97.1500396729","","","","","","","245.39012146","245.39012146","245.39012146"
"15657","","","","97.1500396729","97.1500396729","97.1500396729","","","","","","","245.39012146","245.39012146","245.39012146"
"15660","","","","40.3299331665","40.3299331665","40.3299331665","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15661","","","","40.3299331665","40.3299331665","40.3299331665","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15662","","","","40.3299331665","40.3299331665","40.3299331665","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15663","","","","67.0797348022","67.0797348022","67.0797348022","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15664","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15665","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15666","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15667","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15668","","","","","","","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15669","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15671","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15672","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15673","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15674","","","","94.369934082","94.369934082","94.369934082","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15676","","","","95.0200119019","95.0200119019","95.0200119019","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15680","","","","95.0200119019","95.0200119019","95.0200119019","","","","","","","245.39012146","245.39012146","245.39012146"
"15681","","","","95.0200119019","95.0200119019","95.0200119019","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15683","","","","95.0200119019","95.0200119019","95.0200119019","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15684","","","","95.0200119019","95.0200119019","95.0200119019","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15686","","","","81.0599975586","81.0599975586","81.0599975586","","","","","","","32.2099952698","32.2099952698","32.2099952698"
"15687","","","","81.0599975586","81.0599975586","81.0599975586","","","","","","","32.2099952698","32.2099952698","32.2099952698"
"15689","","","","81.0599975586","81.0599975586","81.0599975586","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15691","","","","81.0599975586","81.0599975586","81.0599975586","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15692","","","","81.0599975586","81.0599975586","81.0599975586","","","","","","","245.3900604248","245.3900604248","245.3900604248"
"15693","","","","","","","","","","","","","245.39012146","245.39012146","245.39012146"
"15695","","","","85.4099731445","85.4099731445","85.4099731445","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15696","","","","85.4099731445","85.4099731445","85.4099731445","","","","","","","245.3899230957","245.3899230957","245.3899230957"
"15697","","","","85.4099731445","85.4099731445","85.4099731445","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15699","","","","85.4099731445","85.4099731445","85.4099731445","","","","","","","245.3899536133","245.3899536133","245.3899536133"
"15700","","","","85.4099731445","85.4099731445","85.4099731445","","","","","","","","",""
"15701","","","","41.7500038147","41.7500038147","41.7500038147","","","","","","","","",""
"15703","","","","41.7500038147","41.7500038147","41.7500038147","","","","","","","","",""
"15704","","","","41.7500038147","41.7500038147","41.7500038147","","","","","","","","",""
"15705","","","","41.7500038147","41.7500038147","41.7500038147","","","","","","","","",""
"15706","","","","43.6651992798","43.6651992798","43.6651992798","","","","","","","","",""
"15707","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15710","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15711","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15712","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15713","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15714","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15715","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15716","","","","96.4699707031","96.4699707031","96.4699707031","","","","","","","","",""
"15720","","","","100.7800216675","100.7800216675","100.7800216675","","","","","","","","",""
"15723","","","","100.7800216675","100.7800216675","100.7800216675","","","","","","","","",""
"15724","","","","100.7800216675","100.7800216675","100.7800216675","","","","","","","","",""
"15726","","","","100.7800216675","100.7800216675","100.7800216675","","","","","","","","",""
"15727","","","","97.6583557129","97.6583557129","97.6583557129","","","","","","","","",""
"15728","","","","90.8699798584","90.8699798584","90.8699798584","","","","","","","","",""
"15732","","","","90.8699798584","90.8699798584","90.8699798584","","","","","","","","",""
"15733","","","","90.8699798584","90.8699798584","90.8699798584","","","","","","","","",""
"15735","","","","90.8699798584","90.8699798584","90.8699798584","","","","","","","","",""
"15737","","","","47.4799613953","47.4799613953","47.4799613953","","","","","","","","",""
"15740","","","","47.4799613953","47.4799613953","47.4799613953","","","","","","","","",""
"15741","","","","47.4799613953","47.4799613953","47.4799613953","","","","","","","","",""
"15742","","","","47.4799613953","47.4799613953","47.4799613953","","","","","","","","",""
"15743","","","","45.7644691467","45.7644691467","45.7644691467","","","","","","","","",""
"15745","","","","40.1799850464","40.1799850464","40.1799850464","","","","","","","","",""
"15746","","","","40.1799850464","40.1799850464","40.1799850464","","","","","","","","",""
"15747","","","","58.0393028259","58.0393028259","58.0393028259","","","","","","","","",""
"15748","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15749","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15750","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15751","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15754","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15756","","","","100.7200622559","100.7200622559","100.7200622559","","","","","","","","",""
"15758","","","","84.9346313477","84.9346313477","84.9346313477","","","","","","","","",""
"15759","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15760","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15761","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15762","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15763","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15764","","","","74.1899414062","74.1899414062","74.1899414062","","","","","","","","",""
"15765","","","","75.0488433838","75.0488433838","75.0488433838","","","","","","","","",""
"15766","","","","98.7300567627","98.7300567627","98.7300567627","","","","","","","","",""
"15768","","","","98.7300567627","98.7300567627","98.7300567627","","","","","","","","",""
"15772","","","","98.7300567627","98.7300567627","98.7300567627","","","","","","","","",""
"15773","","","","98.7300567627","98.7300567627","98.7300567627","","","","","","","","",""
"15776","","","","85.398727417","85.398727417","85.398727417","","","","","","","","",""
"15777","","","","78.9799346924","78.9799346924","78.9799346924","","","","","","","","",""
"15779","","","","78.9799346924","78.9799346924","78.9799346924","","","","","","","","",""
"15782","","","","78.9799346924","78.9799346924","78.9799346924","","","","","","","","",""
"15784","","","","78.9799346924","78.9799346924","78.9799346924","","","","","","","","",""
"15785","","","","97.8949050903","97.8949050903","97.8949050903","","","","","","","","",""
"15787","","","","97.9899520874","97.9899520874","97.9899520874","","","","","","","","",""
"15788","","","","97.9899520874","97.9899520874","97.9899520874","","","","","","","","",""
"15789","","","","97.9899520874","97.9899520874","97.9899520874","","","","","","","","",""
"15794","","","","93.7234573364","93.7234573364","93.7234573364","","","","","","","","",""
"15795","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15796","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15797","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15798","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15799","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15800","","","","73.6099853516","73.6099853516","73.6099853516","","","","","","","","",""
"15802","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15803","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15804","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15805","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15806","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15807","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15810","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15811","","","","101.1699447632","101.1699447632","101.1699447632","","","","","","","","",""
"15815","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15816","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15818","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15819","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15820","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15821","","","","96.32006073","96.32006073","96.32006073","","","","","","","","",""
"15822","","","","48.0999984741","48.0999984741","48.0999984741","","","","","","","","",""
"15825","","","","48.0999984741","48.0999984741","48.0999984741","","","","","","","","",""
"15826","","","","48.0999984741","48.0999984741","48.0999984741","","","","","","","","",""
"15828","","","","59.2890052795","59.2890052795","59.2890052795","","","","","","","","",""
"15830","","","","61.5000038147","61.5000038147","61.5000038147","","","","","","","","",""
"15831","","","","61.5000038147","61.5000038147","61.5000038147","","","","","","","","",""
"15832","","","","61.5000038147","61.5000038147","61.5000038147","","","","","","","","",""
"15834","","","","41.8599967957","41.8599967957","41.8599967957","","","","","","","","",""
"15835","","","","41.8599967957","41.8599967957","41.8599967957","","","","","","","","",""
"15836","","","","41.8599967957","41.8599967957","41.8599967957","","","","","","","","",""
"15837","","","","42.9066467285","42.9066467285","42.9066467285","","","","","","","","",""
"15838","","","","60.8899993896","60.8899993896","60.8899993896","","","","","","","","",""
"15839","","","","60.8899993896","60.8899993896","60.8899993896","","","","","","","","",""
"15842","","","","60.8899993896","60.8899993896","60.8899993896","","","","","","","","",""
"15844","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15845","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15846","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15848","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15849","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15852","","","","94.8400192261","94.8400192261","94.8400192261","","","","","","","","",""
"15853","","","","91.2699966431","91.2699966431","91.2699966431","","","","","","","","",""
"15854","","","","88.8399810791","88.8399810791","88.8399810791","","","","","","","","",""
"15856","","","","88.8399810791","88.8399810791","88.8399810791","","","","","","","","",""
"15860","","","","88.8399810791","88.8399810791","88.8399810791","","","","","","","","",""
"15862","","","","83.6295318604","83.6295318604","83.6295318604","","","","","","","","",""
"15863","","","","82.5999221802","82.5999221802","82.5999221802","","","","","","","","",""
"15865","","","","82.5999221802","82.5999221802","82.5999221802","","","","","","","","",""
"15866","","","","82.5999221802","82.5999221802","82.5999221802","","","","","","","","",""
"15867","","","","82.5999221802","82.5999221802","82.5999221802","","","","","","","","",""
"15869","","","","82.5999221802","82.5999221802","82.5999221802","","","","","","","","",""
"15872","","","","80.4199905396","80.4199905396","80.4199905396","","","","","","","","",""
"15875","","","","80.4199905396","80.4199905396","80.4199905396","","","","","","","","",""
"15877","","","","80.4199905396","80.4199905396","80.4199905396","","","","","","","","",""
"15878","","","","67.1066970825","67.1066970825","67.1066970825","","","","","","","","",""
"15879","","","","51.1600112915","51.1600112915","51.1600112915","","","","","","","","",""
"15881","","","","51.1600112915","51.1600112915","51.1600112915","","","","","","","","",""
"15882","","","","51.1600112915","51.1600112915","51.1600112915","","","","","","","","",""
"15883","","","","51.1600112915","51.1600112915","51.1600112915","","","","","","","","",""
"15887","","","","83.3499908447","83.3499908447","83.3499908447","","","","","","","","",""
"15888","","","","83.3499908447","83.3499908447","83.3499908447","","","","","","","","",""
"15889","","","","83.3499908447","83.3499908447","83.3499908447","","","","","","","","",""
"15890","","","","83.3499908447","83.3499908447","83.3499908447","","","","","","","","",""
"15893","","","","53.0199623108","53.0199623108","53.0199623108","","","","","","","","",""
"15897","","","","53.0199623108","53.0199623108","53.0199623108","","","","","","","","",""
"15898","","","","48.4508209229","48.4508209229","48.4508209229","","","","","","","","",""
"15899","","","","42.009979248","42.009979248","42.009979248","","","","","","","","",""
"15900","","","","42.009979248","42.009979248","42.009979248","","","","","","","","",""
"15902","","","","53.7511482239","53.7511482239","53.7511482239","","","","","","","","",""
"15903","","","","96.6200408936","96.6200408936","96.6200408936","","","","","","","","",""
"15904","","","","96.6200408936","96.6200408936","96.6200408936","","","","","","","","",""
"15906","","","","96.6200408936","96.6200408936","96.6200408936","","","","","","","","",""
"15911","","","","96.6200408936","96.6200408936","96.6200408936","","","","","","","","",""
"15912","","","","96.6200408936","96.6200408936","96.6200408936","","","","","","","","",""
"15913","","","","97.3844909668","97.3844909668","97.3844909668","","","","","","","","",""
"15916","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15918","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15919","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15920","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15921","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15922","","","","97.7199707031","97.7199707031","97.7199707031","","","","","","","","",""
"15923","","","","99.7130355835","99.7130355835","99.7130355835","","","","","","","","",""
"15925","","","","101.5899963379","101.5899963379","101.5899963379","","","","","","","","",""
"15926","","","","101.5899963379","101.5899963379","101.5899963379","","","","","","","","",""
"15927","","","","101.5899963379","101.5899963379","101.5899963379","","","","","","","","",""
"15928","","","","101.5899963379","101.5899963379","101.5899963379","","","","","","","","",""
"15929","","","","101.5899963379","101.5899963379","101.5899963379","","","","","","","","",""
