"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"2569","5.2000012398","5.2000012398","5.2000012398","","","","29.3300094604","29.3300094604","29.3300094604","40.1699867249","40.1699867249","40.1699867249","","",""
"2570","5.2000012398","5.2000012398","5.2000012398","","","","29.3300094604","29.3300094604","29.3300094604","40.1699867249","40.1699867249","40.1699867249","","",""
"2571","17.4200000763","17.4200000763","17.4200000763","8.975607872","8.975607872","8.975607872","29.3300094604","29.3300094604","29.3300094604","41.7699890137","41.7699890137","41.7699890137","78.7499923706","78.7499923706","78.7499923706"
"2572","17.4200000763","17.4200000763","17.4200000763","6.4700059891","6.4700059891","6.4700059891","25.8062992096","25.8062992096","25.8062992096","39.9999961853","39.9999961853","39.9999961853","78.2199783325","78.2199783325","78.2199783325"
"2573","17.4200000763","17.4200000763","17.4200000763","8.3190555573","8.3190555573","8.3190555573","25.1099967957","25.1099967957","25.1099967957","41.8599967957","41.8599967957","41.8599967957","78.2199783325","78.2199783325","78.2199783325"
"2574","13.8400011063","13.8400011063","13.8400011063","12.340004921","12.340004921","12.340004921","25.1099967957","25.1099967957","25.1099967957","40.2199935913","40.2199935913","40.2199935913","78.0799636841","78.0799636841","78.0799636841"
"2575","13.8400011063","13.8400011063","13.8400011063","","","","25.1099967957","25.1099967957","25.1099967957","63.5599822998","63.5599822998","63.5599822998","","",""
"2576","13.8400011063","13.8400011063","13.8400011063","12.340004921","12.340004921","12.340004921","25.2404975891","25.2404975891","25.2404975891","41.7799949646","41.7799949646","41.7799949646","78.0799636841","78.0799636841","78.0799636841"
"2577","17.2899951935","17.2899951935","17.2899951935","","","","26.8499946594","26.8499946594","26.8499946594","41.8700180054","41.8700180054","41.8700180054","","",""
"2578","17.2899951935","17.2899951935","17.2899951935","26.610004425","26.610004425","26.610004425","26.8499946594","26.8499946594","26.8499946594","40.6499710083","40.6499710083","40.6499710083","78.2199630737","78.2199630737","78.2199630737"
"2579","5.2900004387","5.2900004387","5.2900004387","","","","26.8499946594","26.8499946594","26.8499946594","38.2300109863","38.2300109863","38.2300109863","","",""
"2580","5.2900004387","5.2900004387","5.2900004387","15.4320020676","15.4320020676","15.4320020676","28.5979976654","28.5979976654","28.5979976654","39.9900131226","39.9900131226","39.9900131226","78.2199478149","78.2199478149","78.2199478149"
"2581","5.2900004387","5.2900004387","5.2900004387","7.1699986458","7.1699986458","7.1699986458","30.5300006866","30.5300006866","30.5300006866","37.0699806213","37.0699806213","37.0699806213","78.2199478149","78.2199478149","78.2199478149"
"2582","17.469997406","17.469997406","17.469997406","14.1379995346","14.1379995346","14.1379995346","30.5300006866","30.5300006866","30.5300006866","40.0099983215","40.0099983215","40.0099983215","79.57006073","79.57006073","79.57006073"
"2583","17.469997406","17.469997406","17.469997406","27.9699993134","27.9699993134","27.9699993134","30.5300006866","30.5300006866","30.5300006866","53.5100059509","53.5100059509","53.5100059509","79.57006073","79.57006073","79.57006073"
"2584","5.0499992371","5.0499992371","5.0499992371","27.9699993134","27.9699993134","27.9699993134","29.5864448547","29.5864448547","29.5864448547","43.4999961853","43.4999961853","43.4999961853","78.3000030518","78.3000030518","78.3000030518"
"2585","5.0499992371","5.0499992371","5.0499992371","27.9699993134","27.9699993134","27.9699993134","29.3999958038","29.3999958038","29.3999958038","40.2999610901","40.2999610901","40.2999610901","78.3000030518","78.3000030518","78.3000030518"
"2586","5.030002594","5.030002594","5.030002594","24.46159935","24.46159935","24.46159935","29.3999958038","29.3999958038","29.3999958038","40.0100059509","40.0100059509","40.0100059509","78.1100082397","78.1100082397","78.1100082397"
"2587","5.030002594","5.030002594","5.030002594","24.0499992371","24.0499992371","24.0499992371","29.3232917786","29.3232917786","29.3232917786","64.7100601196","64.7100601196","64.7100601196","78.1100082397","78.1100082397","78.1100082397"
"2588","5.030002594","5.030002594","5.030002594","24.0499992371","24.0499992371","24.0499992371","29.139995575","29.139995575","29.139995575","52.3699302673","52.3699302673","52.3699302673","79.5600357056","79.5600357056","79.5600357056"
"2589","13.9400014877","13.9400014877","13.9400014877","","","","29.139995575","29.139995575","29.139995575","40.3199768066","40.3199768066","40.3199768066","79.049987793","79.049987793","79.049987793"
"2590","13.9400014877","13.9400014877","13.9400014877","32.2600097656","32.2600097656","32.2600097656","29.139995575","29.139995575","29.139995575","40.3199768066","40.3199768066","40.3199768066","79.049987793","79.049987793","79.049987793"
"2591","5.1100001335","5.1100001335","5.1100001335","","","","28.069896698","28.069896698","28.069896698","41.9599838257","41.9599838257","41.9599838257","","",""
"2592","5.1100001335","5.1100001335","5.1100001335","32.2600097656","32.2600097656","32.2600097656","27.3999958038","27.3999958038","27.3999958038","42.9699745178","42.9699745178","42.9699745178","78.3999786377","78.3999786377","78.3999786377"
"2593","5.1100001335","5.1100001335","5.1100001335","32.2600097656","32.2600097656","32.2600097656","27.3999958038","27.3999958038","27.3999958038","39.9899940491","39.9899940491","39.9899940491","78.6399688721","78.6399688721","78.6399688721"
"2594","5.1100001335","5.1100001335","5.1100001335","32.2600097656","32.2600097656","32.2600097656","27.3999958038","27.3999958038","27.3999958038","50.6100158691","50.6100158691","50.6100158691","78.6399688721","78.6399688721","78.6399688721"
"2595","5.1100001335","5.1100001335","5.1100001335","","","","15.7672605515","15.7672605515","15.7672605515","40.1699790955","40.1699790955","40.1699790955","","",""
"2596","5.1100001335","5.1100001335","5.1100001335","","","","12.3900136948","12.3900136948","12.3900136948","41.75","41.75","41.75","","",""
"2597","40.3199806213","40.3199806213","40.3199806213","","","","12.3900136948","12.3900136948","12.3900136948","40","40","40","","",""
"2598","40.3199806213","40.3199806213","40.3199806213","","","","12.3900136948","12.3900136948","12.3900136948","35.509979248","35.509979248","35.509979248","","",""
"2599","4.8899998665","4.8899998665","4.8899998665","29.0800266266","29.0800266266","29.0800266266","21.8583087921","21.8583087921","21.8583087921","44.8599891663","44.8599891663","44.8599891663","78.4899978638","78.4899978638","78.4899978638"
"2600","4.8899998665","4.8899998665","4.8899998665","29.0800266266","29.0800266266","29.0800266266","29.4500045776","29.4500045776","29.4500045776","51.210018158","51.210018158","51.210018158","78.200012207","78.200012207","78.200012207"
"2601","5.2200026512","5.2200026512","5.2200026512","","","","29.4500045776","29.4500045776","29.4500045776","44.6799545288","44.6799545288","44.6799545288","","",""
"2602","5.2200026512","5.2200026512","5.2200026512","","","","29.4500045776","29.4500045776","29.4500045776","60.4100341797","60.4100341797","60.4100341797","","",""
"2603","5.2699995041","5.2699995041","5.2699995041","30.8233699799","30.8233699799","30.8233699799","29.5886478424","29.5886478424","29.5886478424","60.4100341797","60.4100341797","60.4100341797","78.1699829102","78.1699829102","78.1699829102"
"2604","5.2699995041","5.2699995041","5.2699995041","","","","30.0399875641","30.0399875641","30.0399875641","40.0399894714","40.0399894714","40.0399894714","","",""
"2605","17.4899940491","17.4899940491","17.4899940491","","","","30.0399875641","30.0399875641","30.0399875641","38.5700111389","38.5700111389","38.5700111389","","",""
"2606","17.4899940491","17.4899940491","17.4899940491","32.0100097656","32.0100097656","32.0100097656","30.0399875641","30.0399875641","30.0399875641","40.2299842834","40.2299842834","40.2299842834","78.8800048828","78.8800048828","78.8800048828"
"2607","17.4899940491","17.4899940491","17.4899940491","","","","29.7897434235","29.7897434235","29.7897434235","52.6099853516","52.6099853516","52.6099853516","","",""
"2608","17.4899940491","17.4899940491","17.4899940491","","","","28.6100139618","28.6100139618","28.6100139618","39.9899940491","39.9899940491","39.9899940491","78.2700271606","78.2700271606","78.2700271606"
"2609","32.1399841309","32.1399841309","32.1399841309","5.3499999046","5.3499999046","5.3499999046","28.6100139618","28.6100139618","28.6100139618","40.0499992371","40.0499992371","40.0499992371","81.1100006104","81.1100006104","81.1100006104"
"2610","32.1399841309","32.1399841309","32.1399841309","","","","28.6100139618","28.6100139618","28.6100139618","40.2599601746","40.2599601746","40.2599601746","","",""
"2611","4.4299998283","4.4299998283","4.4299998283","","","","28.6100139618","28.6100139618","28.6100139618","38.4999656677","38.4999656677","38.4999656677","","",""
"2612","4.4299998283","4.4299998283","4.4299998283","17.8899993896","17.8899993896","17.8899993896","29.4123077393","29.4123077393","29.4123077393","40.0199890137","40.0199890137","40.0199890137","79.6499710083","79.6499710083","79.6499710083"
"2613","5.1100001335","5.1100001335","5.1100001335","","","","30.8699970245","30.8699970245","30.8699970245","40.1699867249","40.1699867249","40.1699867249","","",""
"2614","5.1100001335","5.1100001335","5.1100001335","","","","30.8699970245","30.8699970245","30.8699970245","40.2099838257","40.2099838257","40.2099838257","","",""
"2615","5.1100001335","5.1100001335","5.1100001335","29.1700057983","29.1700057983","29.1700057983","30.8699970245","30.8699970245","30.8699970245","41.8100013733","41.8100013733","41.8100013733","78.1500778198","78.1500778198","78.1500778198"
"2616","5.1100001335","5.1100001335","5.1100001335","29.1700057983","29.1700057983","29.1700057983","30.6424465179","30.6424465179","30.6424465179","44.5300064087","44.5300064087","44.5300064087","78.6699829102","78.6699829102","78.6699829102"
"2617","5.1100001335","5.1100001335","5.1100001335","","","","30.4999980927","30.4999980927","30.4999980927","39.9999961853","39.9999961853","39.9999961853","","",""
"2618","5.1100001335","5.1100001335","5.1100001335","","","","30.4999980927","30.4999980927","30.4999980927","40.2799949646","40.2799949646","40.2799949646","","",""
"2619","38.1699829102","38.1699829102","38.1699829102","29.3099956512","29.3099956512","29.3099956512","30.4999980927","30.4999980927","30.4999980927","36.5199584961","36.5199584961","36.5199584961","78.4399642944","78.4399642944","78.4399642944"
"2620","38.1699829102","38.1699829102","38.1699829102","","","","22.0968647003","22.0968647003","22.0968647003","40.0599975586","40.0599975586","40.0599975586","","",""
"2621","38.1699829102","38.1699829102","38.1699829102","28.9195461273","28.9195461273","28.9195461273","19.3700199127","19.3700199127","19.3700199127","42.0499649048","42.0499649048","42.0499649048","78.0899734497","78.0899734497","78.0899734497"
"2622","15.6100025177","15.6100025177","15.6100025177","25.1999969482","25.1999969482","25.1999969482","19.3700199127","19.3700199127","19.3700199127","46.7199935913","46.7199935913","46.7199935913","78.1700286865","78.1700286865","78.1700286865"
"2623","15.6100025177","15.6100025177","15.6100025177","25.1999969482","25.1999969482","25.1999969482","19.3700199127","19.3700199127","19.3700199127","41.8299942017","41.8299942017","41.8299942017","78.1700286865","78.1700286865","78.1700286865"
"2624","5.42000103","5.42000103","5.42000103","25.1999969482","25.1999969482","25.1999969482","22.6828670502","22.6828670502","22.6828670502","40.0400009155","40.0400009155","40.0400009155","78.1900024414","78.1900024414","78.1900024414"
"2625","5.42000103","5.42000103","5.42000103","","","","30.6000041962","30.6000041962","30.6000041962","44.8200111389","44.8200111389","44.8200111389","","",""
"2626","15.0599985123","15.0599985123","15.0599985123","26.8099956512","26.8099956512","26.8099956512","30.6000041962","30.6000041962","30.6000041962","37.4099998474","37.4099998474","37.4099998474","78.0699615479","78.0699615479","78.0699615479"
"2627","15.0599985123","15.0599985123","15.0599985123","26.8099956512","26.8099956512","26.8099956512","30.6000041962","30.6000041962","30.6000041962","50.5400009155","50.5400009155","50.5400009155","78.0699615479","78.0699615479","78.0699615479"
"2628","15.0599985123","15.0599985123","15.0599985123","","","","26.6896514893","26.6896514893","26.6896514893","41.9899787903","41.9899787903","41.9899787903","","",""
"2629","15.0599985123","15.0599985123","15.0599985123","25.9700050354","25.9700050354","25.9700050354","24.6299953461","24.6299953461","24.6299953461","41.9899787903","41.9899787903","41.9899787903","78.1699295044","78.1699295044","78.1699295044"
"2630","22.2899894714","22.2899894714","22.2899894714","","","","24.6299953461","24.6299953461","24.6299953461","45.9500083923","45.9500083923","45.9500083923","","",""
"2631","22.2899894714","22.2899894714","22.2899894714","25.9700050354","25.9700050354","25.9700050354","27.9229488373","27.9229488373","27.9229488373","41.8000106812","41.8000106812","41.8000106812","78.2200393677","78.2200393677","78.2200393677"
"2632","4.5699996948","4.5699996948","4.5699996948","25.999502182","25.999502182","25.999502182","32.2000045776","32.2000045776","32.2000045776","41.9499816895","41.9499816895","41.9499816895","78.2099685669","78.2099685669","78.2099685669"
"2633","4.5699996948","4.5699996948","4.5699996948","","","","32.2000045776","32.2000045776","32.2000045776","43.9099693298","43.9099693298","43.9099693298","","",""
"2634","4.9700007439","4.9700007439","4.9700007439","26.0699920654","26.0699920654","26.0699920654","32.2000045776","32.2000045776","32.2000045776","41.9499740601","41.9499740601","41.9499740601","78.2199783325","78.2199783325","78.2199783325"
"2635","4.9700007439","4.9700007439","4.9700007439","","","","30.9093513489","30.9093513489","30.9093513489","42.2199745178","42.2199745178","42.2199745178","","",""
"2636","5.3400001526","5.3400001526","5.3400001526","","","","29.0899944305","29.0899944305","29.0899944305","69.9300384521","69.9300384521","69.9300384521","","",""
"2637","5.3400001526","5.3400001526","5.3400001526","26.2399921417","26.2399921417","26.2399921417","29.0899944305","29.0899944305","29.0899944305","38.2200050354","38.2200050354","38.2200050354","78.1299438477","78.1299438477","78.1299438477"
"2638","5.3400001526","5.3400001526","5.3400001526","","","","29.0899944305","29.0899944305","29.0899944305","38.2200050354","38.2200050354","38.2200050354","","",""
"2639","15.3399972916","15.3399972916","15.3399972916","","","","29.0899944305","29.0899944305","29.0899944305","44.3400001526","44.3400001526","44.3400001526","78.1999511719","78.1999511719","78.1999511719"
"2640","15.3399972916","15.3399972916","15.3399972916","","","","30.5899562836","30.5899562836","30.5899562836","40.3900184631","40.3900184631","40.3900184631","","",""
"2641","4.4299998283","4.4299998283","4.4299998283","16.4500007629","16.4500007629","16.4500007629","31.3800144196","31.3800144196","31.3800144196","40.009979248","40.009979248","40.009979248","78.6100311279","78.6100311279","78.6100311279"
"2642","4.4299998283","4.4299998283","4.4299998283","","","","31.3800144196","31.3800144196","31.3800144196","40.5999984741","40.5999984741","40.5999984741","","",""
"2643","4.5800013542","4.5800013542","4.5800013542","","","","31.3800144196","31.3800144196","31.3800144196","43.7299842834","43.7299842834","43.7299842834","","",""
"2644","4.5800013542","4.5800013542","4.5800013542","","","","31.3800144196","31.3800144196","31.3800144196","45.3299865723","45.3299865723","45.3299865723","","",""
"2645","5.3300013542","5.3300013542","5.3300013542","","","","29.8926563263","29.8926563263","29.8926563263","41.829990387","41.829990387","41.829990387","","",""
"2646","5.3300013542","5.3300013542","5.3300013542","13.2000169754","13.2000169754","13.2000169754","29.4099998474","29.4099998474","29.4099998474","40.3499755859","40.3499755859","40.3499755859","78.2100219727","78.2100219727","78.2100219727"
"2647","4.6399998665","4.6399998665","4.6399998665","14.7322654724","14.7322654724","14.7322654724","29.4099998474","29.4099998474","29.4099998474","40.0099983215","40.0099983215","40.0099983215","78.2100219727","78.2100219727","78.2100219727"
"2648","4.6399998665","4.6399998665","4.6399998665","","","","29.4099998474","29.4099998474","29.4099998474","40.0099983215","40.0099983215","40.0099983215","","",""
"2649","5.150001049","5.150001049","5.150001049","24.5500049591","24.5500049591","24.5500049591","22.0337467194","22.0337467194","22.0337467194","40.1299743652","40.1299743652","40.1299743652","79.140007019","79.140007019","79.140007019"
"2650","5.150001049","5.150001049","5.150001049","24.5500049591","24.5500049591","24.5500049591","20.9799976349","20.9799976349","20.9799976349","41.7799949646","41.7799949646","41.7799949646","83.7500457764","83.7500457764","83.7500457764"
"2651","5.150001049","5.150001049","5.150001049","","","","20.9799976349","20.9799976349","20.9799976349","61.5599822998","61.5599822998","61.5599822998","","",""
"2652","3.7599987984","3.7599987984","3.7599987984","","","","29.2298126221","29.2298126221","29.2298126221","36.0299606323","36.0299606323","36.0299606323","","",""
"2653","3.7599987984","3.7599987984","3.7599987984","17.5599956512","17.5599956512","17.5599956512","30.8600139618","30.8600139618","30.8600139618","70.599899292","70.599899292","70.599899292","78.0599975586","78.0599975586","78.0599975586"
"2654","3.7599987984","3.7599987984","3.7599987984","23.8307514191","23.8307514191","23.8307514191","30.8600139618","30.8600139618","30.8600139618","40.2199821472","40.2199821472","40.2199821472","78.0599975586","78.0599975586","78.0599975586"
"2655","3.7599987984","3.7599987984","3.7599987984","26.8500041962","26.8500041962","26.8500041962","30.8600139618","30.8600139618","30.8600139618","40.0799789429","40.0799789429","40.0799789429","78.510017395","78.510017395","78.510017395"
"2656","3.7599987984","3.7599987984","3.7599987984","26.8500041962","26.8500041962","26.8500041962","30.8600139618","30.8600139618","30.8600139618","41.7800254822","41.7800254822","41.7800254822","78.510017395","78.510017395","78.510017395"
"2657","40.1199989319","40.1199989319","40.1199989319","","","","30.4966545105","30.4966545105","30.4966545105","61.4899711609","61.4899711609","61.4899711609","78.2399749756","78.2399749756","78.2399749756"
"2658","40.1199989319","40.1199989319","40.1199989319","12.3900136948","12.3900136948","12.3900136948","29.1699924469","29.1699924469","29.1699924469","63.4300498962","63.4300498962","63.4300498962","78.2399749756","78.2399749756","78.2399749756"
"2659","4.9599995613","4.9599995613","4.9599995613","","","","29.1699924469","29.1699924469","29.1699924469","36.1899909973","36.1899909973","36.1899909973","","",""
"2660","4.9599995613","4.9599995613","4.9599995613","12.3900136948","12.3900136948","12.3900136948","29.1699924469","29.1699924469","29.1699924469","40.009979248","40.009979248","40.009979248","87.4599685669","87.4599685669","87.4599685669"
"2661","4.9599995613","4.9599995613","4.9599995613","","","","29.3514919281","29.3514919281","29.3514919281","40.009979248","40.009979248","40.009979248","87.4599685669","87.4599685669","87.4599685669"
"2662","4.9500012398","4.9500012398","4.9500012398","25.389995575","25.389995575","25.389995575","29.829990387","29.829990387","29.829990387","40.0700073242","40.0700073242","40.0700073242","78.2300033569","78.2300033569","78.2300033569"
"2663","4.9500012398","4.9500012398","4.9500012398","25.389995575","25.389995575","25.389995575","29.829990387","29.829990387","29.829990387","38.4100036621","38.4100036621","38.4100036621","78.2300033569","78.2300033569","78.2300033569"
"2664","4.9700007439","4.9700007439","4.9700007439","25.389995575","25.389995575","25.389995575","29.829990387","29.829990387","29.829990387","41.8999671936","41.8999671936","41.8999671936","78.1799926758","78.1799926758","78.1799926758"
"2665","4.9700007439","4.9700007439","4.9700007439","25.3973445892","25.3973445892","25.3973445892","29.829990387","29.829990387","29.829990387","41.9099807739","41.9099807739","41.9099807739","78.1799926758","78.1799926758","78.1799926758"
"2666","5.3600010872","5.3600010872","5.3600010872","","","","31.7300300598","31.7300300598","31.7300300598","41.8400001526","41.8400001526","41.8400001526","","",""
"2667","5.3600010872","5.3600010872","5.3600010872","25.3999958038","25.3999958038","25.3999958038","32.2199783325","32.2199783325","32.2199783325","40.0299949646","40.0299949646","40.0299949646","78.2200317383","78.2200317383","78.2200317383"
"2668","5.3600010872","5.3600010872","5.3600010872","","","","32.2199783325","32.2199783325","32.2199783325","40.2199935913","40.2199935913","40.2199935913","","",""
"2669","5.3600010872","5.3600010872","5.3600010872","","","","32.2199783325","32.2199783325","32.2199783325","61.7500495911","61.7500495911","61.7500495911","","",""
"2670","5.3600010872","5.3600010872","5.3600010872","26.2199993134","26.2199993134","26.2199993134","32.0350341797","32.0350341797","32.0350341797","40.0599746704","40.0599746704","40.0599746704","78.1699371338","78.1699371338","78.1699371338"
"2671","18.7200260162","18.7200260162","18.7200260162","26.2199993134","26.2199993134","26.2199993134","30.8499946594","30.8499946594","30.8499946594","41.749961853","41.749961853","41.749961853","78.1699371338","78.1699371338","78.1699371338"
"2672","18.7200260162","18.7200260162","18.7200260162","25.2175960541","25.2175960541","25.2175960541","30.8499946594","30.8499946594","30.8499946594","40.060005188","40.060005188","40.060005188","80.1399993896","80.1399993896","80.1399993896"
"2673","4.5800004005","4.5800004005","4.5800004005","25.0999946594","25.0999946594","25.0999946594","30.8499946594","30.8499946594","30.8499946594","41.9899864197","41.9899864197","41.9899864197","79.6100387573","79.6100387573","79.6100387573"
"2674","4.5800004005","4.5800004005","4.5800004005","","","","29.6762599945","29.6762599945","29.6762599945","39.9899940491","39.9899940491","39.9899940491","","",""
"2675","4.9099993706","4.9099993706","4.9099993706","","","","27.7200298309","27.7200298309","27.7200298309","40.1099891663","40.1099891663","40.1099891663","","",""
"2676","4.9099993706","4.9099993706","4.9099993706","12.5500135422","12.5500135422","12.5500135422","27.7200298309","27.7200298309","27.7200298309","69.5699691772","69.5699691772","69.5699691772","89.4599685669","89.4599685669","89.4599685669"
"2677","5.2300024033","5.2300024033","5.2300024033","","","","27.7200298309","27.7200298309","27.7200298309","39.9899940491","39.9899940491","39.9899940491","","",""
"2678","5.2300024033","5.2300024033","5.2300024033","","","","27.7200298309","27.7200298309","27.7200298309","64.8399734497","64.8399734497","64.8399734497","","",""
"2679","5.0699996948","5.0699996948","5.0699996948","","","","27.7200298309","27.7200298309","27.7200298309","40.0099983215","40.0099983215","40.0099983215","","",""
"2680","5.0699996948","5.0699996948","5.0699996948","28.0749950409","28.0749950409","28.0749950409","27.7200298309","27.7200298309","27.7200298309","40.2199821472","40.2199821472","40.2199821472","78.17993927","78.17993927","78.17993927"
"2681","4.9700007439","4.9700007439","4.9700007439","35.5499839783","35.5499839783","35.5499839783","28.6581001282","28.6581001282","28.6581001282","50.2100105286","50.2100105286","50.2100105286","84.5100326538","84.5100326538","84.5100326538"
"2682","4.9700007439","4.9700007439","4.9700007439","","","","28.8999958038","28.8999958038","28.8999958038","47.1300010681","47.1300010681","47.1300010681","","",""
"2683","4.5599985123","4.5599985123","4.5599985123","35.5499839783","35.5499839783","35.5499839783","28.8999958038","28.8999958038","28.8999958038","37.3699989319","37.3699989319","37.3699989319","78.2099838257","78.2099838257","78.2099838257"
"2684","4.5599985123","4.5599985123","4.5599985123","35.5499839783","35.5499839783","35.5499839783","28.8999958038","28.8999958038","28.8999958038","64.6600112915","64.6600112915","64.6600112915","78.2099838257","78.2099838257","78.2099838257"
"2685","4.5599985123","4.5599985123","4.5599985123","","","","30.0745067596","30.0745067596","30.0745067596","40.1200065613","40.1200065613","40.1200065613","","",""
"2686","15.7399997711","15.7399997711","15.7399997711","","","","30.6400127411","30.6400127411","30.6400127411","41.8299942017","41.8299942017","41.8299942017","","",""
"2687","15.7399997711","15.7399997711","15.7399997711","","","","30.6400127411","30.6400127411","30.6400127411","42.2399940491","42.2399940491","42.2399940491","","",""
"2688","15.7399997711","15.7399997711","15.7399997711","16.7999992371","16.7999992371","16.7999992371","30.6400127411","30.6400127411","30.6400127411","42.9500083923","42.9500083923","42.9500083923","78.1599578857","78.1599578857","78.1599578857"
"2689","6.5800023079","6.5800023079","6.5800023079","","","","30.6400127411","30.6400127411","30.6400127411","40.0100097656","40.0100097656","40.0100097656","","",""
"2690","6.5800023079","6.5800023079","6.5800023079","","","","30.4369449615","30.4369449615","30.4369449615","40.019985199","40.019985199","40.019985199","","",""
"2691","6.5800023079","6.5800023079","6.5800023079","","","","30.329990387","30.329990387","30.329990387","64.1199493408","64.1199493408","64.1199493408","","",""
"2692","35.4399986267","35.4399986267","35.4399986267","","","","30.329990387","30.329990387","30.329990387","41.9199790955","41.9199790955","41.9199790955","","",""
"2693","35.4399986267","35.4399986267","35.4399986267","","","","30.329990387","30.329990387","30.329990387","64.4199981689","64.4199981689","64.4199981689","","",""
"2694","4.9200019836","4.9200019836","4.9200019836","18.143196106","18.143196106","18.143196106","30.8584957123","30.8584957123","30.8584957123","65.0699615479","65.0699615479","65.0699615479","78.5100708008","78.5100708008","78.5100708008"
"2695","4.9200019836","4.9200019836","4.9200019836","","","","31.0300006866","31.0300006866","31.0300006866","50.3999786377","50.3999786377","50.3999786377","","",""
"2696","4.9200019836","4.9200019836","4.9200019836","17.0084934235","17.0084934235","17.0084934235","31.0300006866","31.0300006866","31.0300006866","41.8599967957","41.8599967957","41.8599967957","78.2499008179","78.2499008179","78.2499008179"
"2697","5.3000001907","5.3000001907","5.3000001907","","","","31.0300006866","31.0300006866","31.0300006866","41.8599967957","41.8599967957","41.8599967957","","",""
"2698","5.3000001907","5.3000001907","5.3000001907","17.5999946594","17.5999946594","17.5999946594","32.2906036377","32.2906036377","32.2906036377","87.5498123169","87.5498123169","87.5498123169","79.5399780273","79.5399780273","79.5399780273"
"2699","4.569999218","4.569999218","4.569999218","17.5999946594","17.5999946594","17.5999946594","32.3500061035","32.3500061035","32.3500061035","60.7200088501","60.7200088501","60.7200088501","79.5399780273","79.5399780273","79.5399780273"
"2700","4.569999218","4.569999218","4.569999218","26.5151824951","26.5151824951","26.5151824951","32.3500061035","32.3500061035","32.3500061035","36.8499832153","36.8499832153","36.8499832153","78.1099777222","78.1099777222","78.1099777222"
"2701","5.3700060844","5.3700060844","5.3700060844","","","","32.1027526855","32.1027526855","32.1027526855","42.019985199","42.019985199","42.019985199","78.200012207","78.200012207","78.200012207"
"2702","5.3700060844","5.3700060844","5.3700060844","26.5599822998","26.5599822998","26.5599822998","31.1999893188","31.1999893188","31.1999893188","41.9899864197","41.9899864197","41.9899864197","78.200012207","78.200012207","78.200012207"
"2703","5.3700060844","5.3700060844","5.3700060844","22.8289413452","22.8289413452","22.8289413452","31.1999893188","31.1999893188","31.1999893188","86.3699417114","86.3699417114","86.3699417114","78.2099761963","78.2099761963","78.2099761963"
"2704","5.3600034714","5.3600034714","5.3600034714","16.0499992371","16.0499992371","16.0499992371","31.1999893188","31.1999893188","31.1999893188","41.7799987793","41.7799987793","41.7799987793","78.2099761963","78.2099761963","78.2099761963"
"2705","5.3600034714","5.3600034714","5.3600034714","16.0499992371","16.0499992371","16.0499992371","31.4897460938","31.4897460938","31.4897460938","42.9399719238","42.9399719238","42.9399719238","79.9599685669","79.9599685669","79.9599685669"
"2706","5.3600034714","5.3600034714","5.3600034714","","","","31.8099994659","31.8099994659","31.8099994659","44.3599891663","44.3599891663","44.3599891663","","",""
"2707","4.9700012207","4.9700012207","4.9700012207","27.6700057983","27.6700057983","27.6700057983","31.8099994659","31.8099994659","31.8099994659","65.7100219727","65.7100219727","65.7100219727","78.700012207","78.700012207","78.700012207"
"2708","4.9700012207","4.9700012207","4.9700012207","27.6700057983","27.6700057983","27.6700057983","31.8099994659","31.8099994659","31.8099994659","41.5299720764","41.5299720764","41.5299720764","78.700012207","78.700012207","78.700012207"
"2709","17.4599971771","17.4599971771","17.4599971771","26.5210037231","26.5210037231","26.5210037231","31.5926456451","31.5926456451","31.5926456451","40.1199989319","40.1199989319","40.1199989319","83.3700027466","83.3700027466","83.3700027466"
"2710","17.4599971771","17.4599971771","17.4599971771","12.350019455","12.350019455","12.350019455","30.1999893188","30.1999893188","30.1999893188","44.329990387","44.329990387","44.329990387","83.3700027466","83.3700027466","83.3700027466"
"2711","17.4599971771","17.4599971771","17.4599971771","","","","30.1999893188","30.1999893188","30.1999893188","88.1499481201","88.1499481201","88.1499481201","","",""
"2712","5.0399999619","5.0399999619","5.0399999619","12.350019455","12.350019455","12.350019455","30.1999893188","30.1999893188","30.1999893188","40.2099952698","40.2099952698","40.2099952698","79.6200027466","79.6200027466","79.6200027466"
"2713","5.0399999619","5.0399999619","5.0399999619","12.350019455","12.350019455","12.350019455","30.1999893188","30.1999893188","30.1999893188","61.2500190735","61.2500190735","61.2500190735","79.6200027466","79.6200027466","79.6200027466"
"2714","4.6399998665","4.6399998665","4.6399998665","8.6355075836","8.6355075836","8.6355075836","30.1999893188","30.1999893188","30.1999893188","61.2500190735","61.2500190735","61.2500190735","78.120010376","78.120010376","78.120010376"
"2715","4.6399998665","4.6399998665","4.6399998665","5.8899993896","5.8899993896","5.8899993896","30.6106510162","30.6106510162","30.6106510162","70.10987854","70.10987854","70.10987854","78.120010376","78.120010376","78.120010376"
