"Step","comic-armadillo-31 - return_train","comic-armadillo-31 - return_train__MIN","comic-armadillo-31 - return_train__MAX","TQC_speed - return_train","TQC_speed - return_train__MIN","TQC_speed - return_train__MAX","REDQSAC_speed - return_train","REDQSAC_speed - return_train__MIN","REDQSAC_speed - return_train__MAX","SAC_speed - return_train","SAC_speed - return_train__MIN","SAC_speed - return_train__MAX","REDQSAC_eaux_4_imgs_pretrained_3 - return_train","REDQSAC_eaux_4_imgs_pretrained_3 - return_train__MIN","REDQSAC_eaux_4_imgs_pretrained_3 - return_train__MAX","SAC_4_imgs_eaux_5 - return_train","SAC_4_imgs_eaux_5 - return_train__MIN","SAC_4_imgs_eaux_5 - return_train__MAX"
"6072","","","","","","","","","","145.0299224854","145.0299224854","145.0299224854","3.3199968338","3.3199968338","3.3199968338","85.739944458","85.739944458","85.739944458"
"6073","","","","","","","","","","145.56980896","145.56980896","145.56980896","3.2256472111","3.2256472111","3.2256472111","69.0299835205","69.0299835205","69.0299835205"
"6074","","","","","","","","","","145.56980896","145.56980896","145.56980896","3.1499974728","3.1499974728","3.1499974728","","",""
"6075","","","","","","","","","","136.6799621582","136.6799621582","136.6799621582","3.1499974728","3.1499974728","3.1499974728","69.0299835205","69.0299835205","69.0299835205"
"6076","","","","","","","","","","136.6799621582","136.6799621582","136.6799621582","3.1499974728","3.1499974728","3.1499974728","69.0299835205","69.0299835205","69.0299835205"
"6077","","","","","","","","","","136.6799621582","136.6799621582","136.6799621582","3.1499974728","3.1499974728","3.1499974728","69.0299835205","69.0299835205","69.0299835205"
"6078","","","","","","","","","","148.760055542","148.760055542","148.760055542","3.1499974728","3.1499974728","3.1499974728","69.0299835205","69.0299835205","69.0299835205"
"6079","","","","","","","","","","148.760055542","148.760055542","148.760055542","3.1499974728","3.1499974728","3.1499974728","94.4499740601","94.4499740601","94.4499740601"
"6080","","","","","","","","","","132.2400054932","132.2400054932","132.2400054932","","","","","",""
"6081","","","","","","","","","","132.2400054932","132.2400054932","132.2400054932","3.189997673","3.189997673","3.189997673","94.4499740601","94.4499740601","94.4499740601"
"6082","","","","","","","","","","132.2400054932","132.2400054932","132.2400054932","3.189997673","3.189997673","3.189997673","94.4499740601","94.4499740601","94.4499740601"
"6084","","","","","","","","","","144.1399383545","144.1399383545","144.1399383545","3.189997673","3.189997673","3.189997673","","",""
"6085","","","","","","","","","","144.1399383545","144.1399383545","144.1399383545","3.189997673","3.189997673","3.189997673","94.4499740601","94.4499740601","94.4499740601"
"6086","","","","","","","","","","144.5400543213","144.5400543213","144.5400543213","3.2547473907","3.2547473907","3.2547473907","94.4499740601","94.4499740601","94.4499740601"
"6087","","","","","","","","","","144.5400543213","144.5400543213","144.5400543213","3.5599973202","3.5599973202","3.5599973202","101.5799636841","101.5799636841","101.5799636841"
"6089","","","","","","","","","","252.4799804688","252.4799804688","252.4799804688","3.5599973202","3.5599973202","3.5599973202","101.5799636841","101.5799636841","101.5799636841"
"6090","","","","","","","","","","252.4799804688","252.4799804688","252.4799804688","3.5599973202","3.5599973202","3.5599973202","101.5799636841","101.5799636841","101.5799636841"
"6091","","","","","","","","","","136.3099212646","136.3099212646","136.3099212646","3.5599973202","3.5599973202","3.5599973202","101.5799636841","101.5799636841","101.5799636841"
"6093","","","","","","","","","","136.3099212646","136.3099212646","136.3099212646","3.3844971657","3.3844971657","3.3844971657","94.2700271606","94.2700271606","94.2700271606"
"6094","","","","","","","","","","252.47996521","252.47996521","252.47996521","","","","","",""
"6095","","","","","","","","","","252.47996521","252.47996521","252.47996521","","","","","",""
"6096","","","","","","","","","","252.47996521","252.47996521","252.47996521","3.2999973297","3.2999973297","3.2999973297","94.2700271606","94.2700271606","94.2700271606"
"6098","","","","","","","","","","132.8699798584","132.8699798584","132.8699798584","0.2599999905","0.2599999905","0.2599999905","94.4799804688","94.4799804688","94.4799804688"
"6101","","","","","","","","","","139.8699645996","139.8699645996","139.8699645996","0.2599999905","0.2599999905","0.2599999905","94.4799804688","94.4799804688","94.4799804688"
"6103","","","","","","","","","","136.0100402832","136.0100402832","136.0100402832","3.3899970055","3.3899970055","3.3899970055","110.3999404907","110.3999404907","110.3999404907"
"6104","","","","","","","","","","136.0100402832","136.0100402832","136.0100402832","3.3899970055","3.3899970055","3.3899970055","110.3999404907","110.3999404907","110.3999404907"
"6105","","","","","","","","","","145.4299316406","145.4299316406","145.4299316406","3.3899970055","3.3899970055","3.3899970055","","",""
"6106","","","","","","","","","","145.4299316406","145.4299316406","145.4299316406","3.3899970055","3.3899970055","3.3899970055","110.3999404907","110.3999404907","110.3999404907"
"6108","","","","","","","","","","131.7900085449","131.7900085449","131.7900085449","3.3899970055","3.3899970055","3.3899970055","94.0200119019","94.0200119019","94.0200119019"
"6112","","","","","","","","","","150.4997711182","150.4997711182","150.4997711182","3.2999982834","3.2999982834","3.2999982834","","",""
"6113","","","","","","","","","","150.4997711182","150.4997711182","150.4997711182","3.2999982834","3.2999982834","3.2999982834","94.0200119019","94.0200119019","94.0200119019"
"6114","","","","","","","","","","150.4997711182","150.4997711182","150.4997711182","3.2999982834","3.2999982834","3.2999982834","94.1399993896","94.1399993896","94.1399993896"
"6115","","","","","","","","","","151.6200866699","151.6200866699","151.6200866699","3.2999982834","3.2999982834","3.2999982834","4.7300000191","4.7300000191","4.7300000191"
"6116","","","","","","","","","","151.6200866699","151.6200866699","151.6200866699","3.0510981083","3.0510981083","3.0510981083","","",""
"6117","","","","","","","","","","151.6200866699","151.6200866699","151.6200866699","2.9199979305","2.9199979305","2.9199979305","4.7300000191","4.7300000191","4.7300000191"
"6119","","","","","","","","","","141.7599945068","141.7599945068","141.7599945068","2.9199979305","2.9199979305","2.9199979305","","",""
"6120","","","","","","","","","","141.7599945068","141.7599945068","141.7599945068","2.9199979305","2.9199979305","2.9199979305","4.7300000191","4.7300000191","4.7300000191"
"6122","","","","","","","","","","252.4800415039","252.4800415039","252.4800415039","2.9766979218","2.9766979218","2.9766979218","99.5299835205","99.5299835205","99.5299835205"
"6124","","","","","","","","","","132.7800140381","132.7800140381","132.7800140381","3.3399965763","3.3399965763","3.3399965763","99.5299835205","99.5299835205","99.5299835205"
"6125","","","","","","","","","","132.7800140381","132.7800140381","132.7800140381","3.3399965763","3.3399965763","3.3399965763","99.5299835205","99.5299835205","99.5299835205"
"6128","","","","","","","","","","138.1399383545","138.1399383545","138.1399383545","3.3399965763","3.3399965763","3.3399965763","","",""
"6129","","","","","","","","","","136.4100341797","136.4100341797","136.4100341797","3.3399965763","3.3399965763","3.3399965763","21.440038681","21.440038681","21.440038681"
"6130","","","","","","","","","","136.4100341797","136.4100341797","136.4100341797","3.4884967804","3.4884967804","3.4884967804","21.440038681","21.440038681","21.440038681"
"6133","","","","","","","","","","131.2400054932","131.2400054932","131.2400054932","3.879997015","3.879997015","3.879997015","21.440038681","21.440038681","21.440038681"
"6134","","","","","","","","","","136.5798187256","136.5798187256","136.5798187256","3.879997015","3.879997015","3.879997015","21.440038681","21.440038681","21.440038681"
"6136","","","","","","","","","","136.4999084473","136.4999084473","136.4999084473","3.879997015","3.879997015","3.879997015","94.9400024414","94.9400024414","94.9400024414"
"6137","","","","","","","","","","136.4999084473","136.4999084473","136.4999084473","3.442097187","3.442097187","3.442097187","94.9400024414","94.9400024414","94.9400024414"
"6139","","","","","","","","","","134.9699401855","134.9699401855","134.9699401855","3.2999973297","3.2999973297","3.2999973297","32.4999885559","32.4999885559","32.4999885559"
"6142","","","","","","","","","","130.1899719238","130.1899719238","130.1899719238","3.2999973297","3.2999973297","3.2999973297","32.4999885559","32.4999885559","32.4999885559"
"6143","","","","","","","","","","130.1899719238","130.1899719238","130.1899719238","3.2999973297","3.2999973297","3.2999973297","32.4999885559","32.4999885559","32.4999885559"
"6146","","","","","","","","","","132.7499847412","132.7499847412","132.7499847412","3.3599970341","3.3599970341","3.3599970341","100.8800811768","100.8800811768","100.8800811768"
"6147","","","","","","","","","","132.7499847412","132.7499847412","132.7499847412","3.3599970341","3.3599970341","3.3599970341","100.8800811768","100.8800811768","100.8800811768"
"6148","","","","","","","","","","132.7499847412","132.7499847412","132.7499847412","","","","","",""
"6150","","","","","","","","","","135.7199859619","135.7199859619","135.7199859619","3.3585970402","3.3585970402","3.3585970402","100.8800811768","100.8800811768","100.8800811768"
"6151","","","","","","","","","","133.0999755859","133.0999755859","133.0999755859","3.3199968338","3.3199968338","3.3199968338","100.8800811768","100.8800811768","100.8800811768"
"6152","","","","","","","","","","133.0999755859","133.0999755859","133.0999755859","3.3199968338","3.3199968338","3.3199968338","94.4699783325","94.4699783325","94.4699783325"
"6153","","","","","","","","","","133.0999755859","133.0999755859","133.0999755859","3.3199968338","3.3199968338","3.3199968338","94.4699783325","94.4699783325","94.4699783325"
"6154","","","","","","","","","","131.7000579834","131.7000579834","131.7000579834","3.3199968338","3.3199968338","3.3199968338","94.4699783325","94.4699783325","94.4699783325"
"6155","","","","","","","","","","131.7000579834","131.7000579834","131.7000579834","3.3199968338","3.3199968338","3.3199968338","94.4699783325","94.4699783325","94.4699783325"
"6156","","","","","","","","","","138.429977417","138.429977417","138.429977417","3.2854976654","3.2854976654","3.2854976654","94.4699783325","94.4699783325","94.4699783325"
"6158","","","","","","","","","","131.9899902344","131.9899902344","131.9899902344","","","","","",""
"6159","","","","","","","","","","131.9899902344","131.9899902344","131.9899902344","","","","","",""
"6161","","","","","","","","","","131.4599761963","131.4599761963","131.4599761963","3.2599980831","3.2599980831","3.2599980831","94.0600204468","94.0600204468","94.0600204468"
"6162","","","","","","","","","","131.4599761963","131.4599761963","131.4599761963","","","","","",""
"6166","","","","","","","","","","133.5500335693","133.5500335693","133.5500335693","3.4099972248","3.4099972248","3.4099972248","94.7000808716","94.7000808716","94.7000808716"
"6167","","","","","","","","","","133.5500335693","133.5500335693","133.5500335693","3.4099972248","3.4099972248","3.4099972248","94.7000808716","94.7000808716","94.7000808716"
"6169","","","","","","","","","","132.4699554443","132.4699554443","132.4699554443","3.3951470852","3.3951470852","3.3951470852","94.7000808716","94.7000808716","94.7000808716"
"6170","","","","","","","","","","132.7700042725","132.7700042725","132.7700042725","3.2999973297","3.2999973297","3.2999973297","94.3899993896","94.3899993896","94.3899993896"
"6173","","","","","","","","","","132.8699951172","132.8699951172","132.8699951172","3.2999973297","3.2999973297","3.2999973297","94.3899993896","94.3899993896","94.3899993896"
"6174","","","","","","","","","","132.8699951172","132.8699951172","132.8699951172","3.2999973297","3.2999973297","3.2999973297","","",""
"6175","","","","","","","","","","131.189956665","131.189956665","131.189956665","","","","","",""
"6177","","","","","","","","","","131.189956665","131.189956665","131.189956665","3.509996891","3.509996891","3.509996891","","",""
"6178","","","","","","","","","","132.7700195312","132.7700195312","132.7700195312","3.509996891","3.509996891","3.509996891","","",""
"6179","","","","","","","","","","132.7700195312","132.7700195312","132.7700195312","0.2500000298","0.2500000298","0.2500000298","86.9100570679","86.9100570679","86.9100570679"
"6180","","","","","","","","","","132.7700195312","132.7700195312","132.7700195312","0.2500000298","0.2500000298","0.2500000298","86.9100570679","86.9100570679","86.9100570679"
"6181","","","","","","","","","","135.1999816895","135.1999816895","135.1999816895","0.2500000298","0.2500000298","0.2500000298","86.9100570679","86.9100570679","86.9100570679"
"6182","","","","","","","","","","135.1999816895","135.1999816895","135.1999816895","1.3650991917","1.3650991917","1.3650991917","86.9100570679","86.9100570679","86.9100570679"
"6183","","","","","","","","","","128.3800811768","128.3800811768","128.3800811768","3.7899968624","3.7899968624","3.7899968624","86.9100570679","86.9100570679","86.9100570679"
"6184","","","","","","","","","","128.3800811768","128.3800811768","128.3800811768","3.7899968624","3.7899968624","3.7899968624","86.9100570679","86.9100570679","86.9100570679"
"6185","","","","","","","","","","132.8500061035","132.8500061035","132.8500061035","","","","","",""
"6186","","","","","","","","","","132.8500061035","132.8500061035","132.8500061035","3.7899968624","3.7899968624","3.7899968624","217.7899169922","217.7899169922","217.7899169922"
"6187","","","","","","","","","","132.8500061035","132.8500061035","132.8500061035","3.7899968624","3.7899968624","3.7899968624","217.7899169922","217.7899169922","217.7899169922"
"6189","","","","","","","","","","136.4000244141","136.4000244141","136.4000244141","3.4299969673","3.4299969673","3.4299969673","217.7899169922","217.7899169922","217.7899169922"
"6191","","","","","","","","","","136.440032959","136.440032959","136.440032959","3.4299969673","3.4299969673","3.4299969673","217.7899169922","217.7899169922","217.7899169922"
"6192","","","","","","","","","","136.440032959","136.440032959","136.440032959","3.4299969673","3.4299969673","3.4299969673","217.7899169922","217.7899169922","217.7899169922"
"6193","","","","","","","","","","138.429977417","138.429977417","138.429977417","3.4299969673","3.4299969673","3.4299969673","95.1500778198","95.1500778198","95.1500778198"
"6195","","","","","","","","","","131.0600128174","131.0600128174","131.0600128174","3.4299969673","3.4299969673","3.4299969673","95.1500778198","95.1500778198","95.1500778198"
"6196","","","","","","","","","","131.0600128174","131.0600128174","131.0600128174","3.1478471756","3.1478471756","3.1478471756","95.1500778198","95.1500778198","95.1500778198"
"6197","","","","","","","","","","132.6399230957","132.6399230957","132.6399230957","2.8599975109","2.8599975109","2.8599975109","95.1500778198","95.1500778198","95.1500778198"
"6198","","","","","","","","","","132.6399230957","132.6399230957","132.6399230957","","","","","",""
"6199","","","","","","","","","","132.6399230957","132.6399230957","132.6399230957","","","","","",""
"6200","","","","","","","","","","129.0200500488","129.0200500488","129.0200500488","2.8599975109","2.8599975109","2.8599975109","95.1500778198","95.1500778198","95.1500778198"
"6201","","","","","","","","","","136.1500396729","136.1500396729","136.1500396729","2.8599975109","2.8599975109","2.8599975109","103.8900222778","103.8900222778","103.8900222778"
"6202","","","","","","","","","","131.6000518799","131.6000518799","131.6000518799","2.9359476566","2.9359476566","2.9359476566","103.8900222778","103.8900222778","103.8900222778"
"6203","","","","","","","","","","131.6000518799","131.6000518799","131.6000518799","3.349997282","3.349997282","3.349997282","","",""
"6205","","","","","","","","","","130.6700592041","130.6700592041","130.6700592041","3.349997282","3.349997282","3.349997282","102.6299972534","102.6299972534","102.6299972534"
"6206","","","","","","","","","","129.8800201416","129.8800201416","129.8800201416","3.349997282","3.349997282","3.349997282","102.6299972534","102.6299972534","102.6299972534"
"6207","","","","","","","","","","129.8800201416","129.8800201416","129.8800201416","3.349997282","3.349997282","3.349997282","102.6299972534","102.6299972534","102.6299972534"
"6208","","","","","","","","","","129.8800201416","129.8800201416","129.8800201416","3.4026470184","3.4026470184","3.4026470184","102.6299972534","102.6299972534","102.6299972534"
"6209","","","","","","","","","","137.2700195312","137.2700195312","137.2700195312","","","","","",""
"6210","","","","","","","","","","137.2700195312","137.2700195312","137.2700195312","","","","","",""
"6211","","","","","","","","","","137.2700195312","137.2700195312","137.2700195312","3.6199963093","3.6199963093","3.6199963093","94.5500030518","94.5500030518","94.5500030518"
"6212","","","","","","","","","","130.310043335","130.310043335","130.310043335","3.6199963093","3.6199963093","3.6199963093","94.5500030518","94.5500030518","94.5500030518"
"6213","","","","","","","","","","130.310043335","130.310043335","130.310043335","3.6199963093","3.6199963093","3.6199963093","19.9900054932","19.9900054932","19.9900054932"
"6214","","","","","","","","","","131.3200531006","131.3200531006","131.3200531006","3.6199963093","3.6199963093","3.6199963093","19.9900054932","19.9900054932","19.9900054932"
"6216","","","","","","","","","","130.9499969482","130.9499969482","130.9499969482","3.4099972248","3.4099972248","3.4099972248","19.9900054932","19.9900054932","19.9900054932"
"6217","","","","","","","","","","130.9499969482","130.9499969482","130.9499969482","3.4099972248","3.4099972248","3.4099972248","","",""
"6218","","","","","","","","","","130.9499969482","130.9499969482","130.9499969482","3.4099972248","3.4099972248","3.4099972248","19.9900054932","19.9900054932","19.9900054932"
"6219","","","","","","","","","","131.6400146484","131.6400146484","131.6400146484","3.4099972248","3.4099972248","3.4099972248","19.9900054932","19.9900054932","19.9900054932"
"6220","","","","","","","","","","131.6400146484","131.6400146484","131.6400146484","","","","","",""
"6221","","","","","","","","","","132.060043335","132.060043335","132.060043335","3.4099972248","3.4099972248","3.4099972248","217.7800445557","217.7800445557","217.7800445557"
"6222","","","","","","","","","","132.060043335","132.060043335","132.060043335","3.2997479439","3.2997479439","3.2997479439","","",""
"6223","","","","","","","","","","131.0200500488","131.0200500488","131.0200500488","3.2599980831","3.2599980831","3.2599980831","","",""
"6225","","","","","","","","","","131.0200500488","131.0200500488","131.0200500488","3.2599980831","3.2599980831","3.2599980831","217.7800445557","217.7800445557","217.7800445557"
"6228","","","","","","","","","","131.9799499512","131.9799499512","131.9799499512","3.2436974049","3.2436974049","3.2436974049","","",""
"6229","","","","","","","","","","131.9799499512","131.9799499512","131.9799499512","3.2399976254","3.2399976254","3.2399976254","105.7500762939","105.7500762939","105.7500762939"
"6231","","","","","","","","","","130.1099090576","130.1099090576","130.1099090576","3.2399976254","3.2399976254","3.2399976254","105.7500762939","105.7500762939","105.7500762939"
"6232","","","","","","","","","","130.1099090576","130.1099090576","130.1099090576","0.1099999994","0.1099999994","0.1099999994","105.7500762939","105.7500762939","105.7500762939"
"6235","","","","","","","","","","148.6298675537","148.6298675537","148.6298675537","","","","","",""
"6236","","","","","","","","","","130.9299468994","130.9299468994","130.9299468994","0.1099999994","0.1099999994","0.1099999994","94.4200363159","94.4200363159","94.4200363159"
"6238","","","","","","","","","","131.159942627","131.159942627","131.159942627","3.5799975395","3.5799975395","3.5799975395","94.4200363159","94.4200363159","94.4200363159"
"6240","","","","","","","","","","131.159942627","131.159942627","131.159942627","3.5799975395","3.5799975395","3.5799975395","94.4200363159","94.4200363159","94.4200363159"
"6241","","","","","","","","","","136.1399383545","136.1399383545","136.1399383545","3.5799975395","3.5799975395","3.5799975395","103.0200195312","103.0200195312","103.0200195312"
"6242","","","","","","","","","","136.1399383545","136.1399383545","136.1399383545","","","","","",""
"6243","","","","","","","","","","130.1700439453","130.1700439453","130.1700439453","3.5799975395","3.5799975395","3.5799975395","103.0200195312","103.0200195312","103.0200195312"
"6245","","","","","","","","","","91.5799636841","91.5799636841","91.5799636841","3.5799975395","3.5799975395","3.5799975395","103.0200195312","103.0200195312","103.0200195312"
"6248","","","","","","","","","","129.060043335","129.060043335","129.060043335","3.3599970341","3.3599970341","3.3599970341","103.0200195312","103.0200195312","103.0200195312"
"6249","","","","","","","","","","131.2600097656","131.2600097656","131.2600097656","3.3599970341","3.3599970341","3.3599970341","102.580039978","102.580039978","102.580039978"
"6250","","","","","","","","","","131.2600097656","131.2600097656","131.2600097656","3.3599970341","3.3599970341","3.3599970341","102.580039978","102.580039978","102.580039978"
"6251","","","","","","","","","","131.2600097656","131.2600097656","131.2600097656","","","","","",""
"6253","","","","","","","","","","132.7700042725","132.7700042725","132.7700042725","","","","","",""
"6254","","","","","","","","","","132.7700042725","132.7700042725","132.7700042725","2.9699976444","2.9699976444","2.9699976444","102.580039978","102.580039978","102.580039978"
"6255","","","","","","","","","","252.4800567627","252.4800567627","252.4800567627","2.9699976444","2.9699976444","2.9699976444","102.580039978","102.580039978","102.580039978"
"6256","","","","","","","","","","252.4800567627","252.4800567627","252.4800567627","2.9699976444","2.9699976444","2.9699976444","","",""
"6257","","","","","","","","","","139.6698913574","139.6698913574","139.6698913574","2.9699976444","2.9699976444","2.9699976444","100.9900131226","100.9900131226","100.9900131226"
"6258","","","","","","","","","","139.6698913574","139.6698913574","139.6698913574","2.9699976444","2.9699976444","2.9699976444","100.9900131226","100.9900131226","100.9900131226"
"6259","","","","","","","","","","139.6698913574","139.6698913574","139.6698913574","2.9699976444","2.9699976444","2.9699976444","100.9900131226","100.9900131226","100.9900131226"
"6261","","","","","","","","","","130.5299835205","130.5299835205","130.5299835205","2.988597393","2.988597393","2.988597393","100.9900131226","100.9900131226","100.9900131226"
"6264","","","","","","","","","","146.6300048828","146.6300048828","146.6300048828","","","","","",""
"6265","","","","","","","","","","131.7399749756","131.7399749756","131.7399749756","3.08999753","3.08999753","3.08999753","105.2300186157","105.2300186157","105.2300186157"
"6268","","","","","","","","","","132.4800109863","132.4800109863","132.4800109863","3.08999753","3.08999753","3.08999753","105.2300186157","105.2300186157","105.2300186157"
"6269","","","","","","","","","","137.5099945068","137.5099945068","137.5099945068","3.1247479916","3.1247479916","3.1247479916","94.5600128174","94.5600128174","94.5600128174"
"6270","","","","","","","","","","137.5099945068","137.5099945068","137.5099945068","3.1399974823","3.1399974823","3.1399974823","94.5600128174","94.5600128174","94.5600128174"
"6272","","","","","","","","","","130.7300262451","130.7300262451","130.7300262451","3.1399974823","3.1399974823","3.1399974823","","",""
"6273","","","","","","","","","","130.7300262451","130.7300262451","130.7300262451","3.1399974823","3.1399974823","3.1399974823","94.5600128174","94.5600128174","94.5600128174"
"6274","","","","","","","","","","132.7600250244","132.7600250244","132.7600250244","3.1399974823","3.1399974823","3.1399974823","94.5600128174","94.5600128174","94.5600128174"
"6275","","","","","","","","","","132.7600250244","132.7600250244","132.7600250244","3.1399974823","3.1399974823","3.1399974823","94.4299697876","94.4299697876","94.4299697876"
"6276","","","","","","","","","","130.6200256348","130.6200256348","130.6200256348","3.1399974823","3.1399974823","3.1399974823","94.4299697876","94.4299697876","94.4299697876"
"6277","","","","","","","","","","130.6200256348","130.6200256348","130.6200256348","","","","","",""
"6279","","","","","","","","","","123.3700027466","123.3700027466","123.3700027466","","","","","",""
"6280","","","","","","","","","","123.3700027466","123.3700027466","123.3700027466","3.1599974632","3.1599974632","3.1599974632","44.7200012207","44.7200012207","44.7200012207"
"6281","","","","","","","","","","132.0699462891","132.0699462891","132.0699462891","3.1599974632","3.1599974632","3.1599974632","44.7200012207","44.7200012207","44.7200012207"
"6282","","","","","","","","","","132.0699462891","132.0699462891","132.0699462891","3.1599974632","3.1599974632","3.1599974632","44.7200012207","44.7200012207","44.7200012207"
"6283","","","","","","","","","","132.0699462891","132.0699462891","132.0699462891","3.1599974632","3.1599974632","3.1599974632","44.7200012207","44.7200012207","44.7200012207"
"6284","","","","","","","","","","131.2599029541","131.2599029541","131.2599029541","3.1595478058","3.1595478058","3.1595478058","44.7200012207","44.7200012207","44.7200012207"
"6285","","","","","","","","","","131.2599029541","131.2599029541","131.2599029541","3.1299974918","3.1299974918","3.1299974918","","",""
"6288","","","","","","","","","","131.8199462891","131.8199462891","131.8199462891","3.1299974918","3.1299974918","3.1299974918","","",""
"6289","","","","","","","","","","132.4800720215","132.4800720215","132.4800720215","3.1299974918","3.1299974918","3.1299974918","100.8500213623","100.8500213623","100.8500213623"
"6291","","","","","","","","","","132.4800720215","132.4800720215","132.4800720215","3.2277972698","3.2277972698","3.2277972698","100.8500213623","100.8500213623","100.8500213623"
"6292","","","","","","","","","","152.4800262451","152.4800262451","152.4800262451","3.2499976158","3.2499976158","3.2499976158","","",""
"6293","","","","","","","","","","152.4800262451","152.4800262451","152.4800262451","3.2499976158","3.2499976158","3.2499976158","107.9500427246","107.9500427246","107.9500427246"
"6294","","","","","","","","","","128.679977417","128.679977417","128.679977417","3.2499976158","3.2499976158","3.2499976158","107.9500427246","107.9500427246","107.9500427246"
"6295","","","","","","","","","","128.679977417","128.679977417","128.679977417","3.2499976158","3.2499976158","3.2499976158","107.9500427246","107.9500427246","107.9500427246"
"6296","","","","","","","","","","131.3000183105","131.3000183105","131.3000183105","3.2499976158","3.2499976158","3.2499976158","","",""
"6297","","","","","","","","","","131.3000183105","131.3000183105","131.3000183105","3.3752474785","3.3752474785","3.3752474785","107.9500427246","107.9500427246","107.9500427246"
"6299","","","","","","","","","","136.1299285889","136.1299285889","136.1299285889","3.3999974728","3.3999974728","3.3999974728","","",""
"6300","","","","","","","","","","136.1299285889","136.1299285889","136.1299285889","3.3999974728","3.3999974728","3.3999974728","103.3899993896","103.3899993896","103.3899993896"
"6301","","","","","","","","","","133.2899169922","133.2899169922","133.2899169922","3.3999974728","3.3999974728","3.3999974728","20.0099945068","20.0099945068","20.0099945068"
"6302","","","","","","","","","","133.2899169922","133.2899169922","133.2899169922","3.3999974728","3.3999974728","3.3999974728","20.0099945068","20.0099945068","20.0099945068"
"6305","","","","","","","","","","132.4799957275","132.4799957275","132.4799957275","3.879997015","3.879997015","3.879997015","217.7800445557","217.7800445557","217.7800445557"
"6306","","","","","","","","","","152.3199157715","152.3199157715","152.3199157715","3.879997015","3.879997015","3.879997015","217.7800445557","217.7800445557","217.7800445557"
"6307","","","","","","","","","","152.3199157715","152.3199157715","152.3199157715","3.879997015","3.879997015","3.879997015","217.7800445557","217.7800445557","217.7800445557"
"6308","","","","","","","","","","152.3199157715","152.3199157715","152.3199157715","3.879997015","3.879997015","3.879997015","","",""
"6309","","","","","","","","","","131.9899749756","131.9899749756","131.9899749756","3.879997015","3.879997015","3.879997015","217.7800445557","217.7800445557","217.7800445557"
"6310","","","","","","","","","","131.9899749756","131.9899749756","131.9899749756","3.7304968834","3.7304968834","3.7304968834","217.7800445557","217.7800445557","217.7800445557"
"6311","","","","","","","","","","130.830078125","130.830078125","130.830078125","3.6199963093","3.6199963093","3.6199963093","","",""
"6312","","","","","","","","","","130.830078125","130.830078125","130.830078125","3.6199963093","3.6199963093","3.6199963093","94.0999984741","94.0999984741","94.0999984741"
"6314","","","","","","","","","","131.1199798584","131.1199798584","131.1199798584","","","","","",""
"6315","","","","","","","","","","131.1199798584","131.1199798584","131.1199798584","3.6199963093","3.6199963093","3.6199963093","94.0999984741","94.0999984741","94.0999984741"
"6316","","","","","","","","","","130.809967041","130.809967041","130.809967041","3.6199963093","3.6199963093","3.6199963093","94.0999984741","94.0999984741","94.0999984741"
"6317","","","","","","","","","","130.809967041","130.809967041","130.809967041","3.1812474728","3.1812474728","3.1812474728","94.0999984741","94.0999984741","94.0999984741"
"6318","","","","","","","","","","146.3300476074","146.3300476074","146.3300476074","2.9699976444","2.9699976444","2.9699976444","94.0999984741","94.0999984741","94.0999984741"
"6320","","","","","","","","","","146.3300476074","146.3300476074","146.3300476074","","","","","",""
"6322","","","","","","","","","","144.4499969482","144.4499969482","144.4499969482","2.9699976444","2.9699976444","2.9699976444","104.9399490356","104.9399490356","104.9399490356"
"6323","","","","","","","","","","131.1800231934","131.1800231934","131.1800231934","3.5966467857","3.5966467857","3.5966467857","","",""
"6324","","","","","","","","","","131.1800231934","131.1800231934","131.1800231934","3.7999966145","3.7999966145","3.7999966145","104.9399490356","104.9399490356","104.9399490356"
"6327","","","","","","","","","","132.8800201416","132.8800201416","132.8800201416","3.7999966145","3.7999966145","3.7999966145","105.4600219727","105.4600219727","105.4600219727"
"6328","","","","","","","","","","133.3299560547","133.3299560547","133.3299560547","3.7999966145","3.7999966145","3.7999966145","105.4600219727","105.4600219727","105.4600219727"
"6329","","","","","","","","","","133.3299560547","133.3299560547","133.3299560547","3.7999966145","3.7999966145","3.7999966145","105.4600219727","105.4600219727","105.4600219727"
"6332","","","","","","","","","","133.2000579834","133.2000579834","133.2000579834","3.2399976254","3.2399976254","3.2399976254","","",""
"6334","","","","","","","","","","130.090057373","130.090057373","130.090057373","3.2399976254","3.2399976254","3.2399976254","94.3899612427","94.3899612427","94.3899612427"
"6335","","","","","","","","","","131.7099914551","131.7099914551","131.7099914551","3.2399976254","3.2399976254","3.2399976254","94.3899612427","94.3899612427","94.3899612427"
"6336","","","","","","","","","","131.7099914551","131.7099914551","131.7099914551","3.2399976254","3.2399976254","3.2399976254","","",""
"6337","","","","","","","","","","131.7099914551","131.7099914551","131.7099914551","3.2399976254","3.2399976254","3.2399976254","94.3899612427","94.3899612427","94.3899612427"
"6340","","","","","","","","","","143.8900146484","143.8900146484","143.8900146484","3.8699963093","3.8699963093","3.8699963093","94.3899612427","94.3899612427","94.3899612427"
"6341","","","","","","","","","","143.8900146484","143.8900146484","143.8900146484","3.8699963093","3.8699963093","3.8699963093","110.9299240112","110.9299240112","110.9299240112"
